Publication_id;Category_id;Tag_id;Author_id;Date;Views
775;3;16;5;9.2.2021;38574
776;2;22;3;8.21.2021;41110
777;1;18;4;12.25.2021;28650
778;2;11;3;9.7.2021;36280
779;3;5;7;4.11.2022;38146
780;2;5;7;5.29.2022;30808
781;3;2;6;4.23.2023;48592
782;1;3;6;1.26.2022;31954
783;1;8;6;4.19.2021;11239
784;1;12;1;4.7.2021;9911
785;3;20;1;2.16.2022;38679
786;1;2;11;1.1.2021;15819
787;3;8;3;10.24.2022;48270
788;1;15;4;4.22.2022;20871
789;2;23;2;8.11.2021;42374
790;2;15;8;1.16.2023;23062
791;2;3;10;10.26.2021;15409
792;3;6;10;3.2.2021;47632
793;1;22;7;4.16.2021;46597
794;2;5;8;5.26.2022;27716
795;3;15;8;5.24.2021;35672
796;3;1;4;8.4.2021;40547
797;1;5;10;6.24.2021;19153
798;1;22;2;12.8.2021;13875
799;3;18;3;12.8.2021;33560
800;3;20;2;8.23.2021;13531
801;3;3;3;10.6.2021;17964
802;2;15;7;2.16.2021;24891
803;3;4;10;9.26.2021;31364
804;3;2;11;8.13.2021;36941
805;2;8;1;8.30.2022;46364
806;2;16;1;5.8.2023;48152
807;3;13;7;12.23.2022;26134
808;1;17;5;2.17.2022;39604
809;3;16;3;5.30.2021;14162
810;1;16;8;6.17.2023;18316
811;2;11;3;10.3.2023;42859
812;2;9;3;2.2.2022;23675
813;3;4;7;9.10.2023;13803
814;2;6;8;11.30.2022;46132
815;2;12;11;1.27.2022;21801
816;3;1;4;9.5.2021;8504
817;2;19;3;10.2.2021;14280
818;2;16;6;4.5.2023;18365
819;3;21;5;9.23.2021;19494
820;2;11;3;9.30.2021;16780
821;3;2;7;3.3.2022;43671
822;3;8;2;10.16.2021;12245
823;3;12;4;4.3.2022;23674
824;2;17;10;7.21.2023;7219
825;3;8;6;8.4.2022;24419
826;2;1;3;3.23.2023;48548
827;1;15;3;8.29.2021;48632
828;2;14;2;3.10.2022;38022
829;3;7;4;2.9.2022;8676
830;1;2;7;11.2.2023;41506
831;1;17;5;2.13.2021;42793
832;1;7;5;12.24.2021;37999
833;1;17;6;10.20.2022;22901
834;3;19;3;2.5.2022;31190
835;3;5;11;5.9.2021;7972
836;3;19;1;7.13.2022;15970
837;3;4;9;3.17.2022;17127
838;1;4;11;8.3.2022;14867
839;1;11;2;8.3.2023;29813
840;2;23;9;6.21.2022;32554
841;3;18;11;11.27.2023;38979
842;3;19;5;1.13.2023;42217
843;1;3;4;4.20.2023;8614
844;1;14;3;5.20.2022;25278
845;2;21;6;5.6.2023;42892
846;1;1;2;10.25.2023;7547
847;3;2;8;1.9.2021;36135
848;1;15;1;3.7.2021;26096
849;2;1;1;9.26.2022;17399
850;2;18;11;8.7.2022;49864
851;1;6;6;8.2.2021;20981
852;2;4;11;1.13.2023;19799
853;3;3;8;11.6.2023;11792
854;3;7;10;8.19.2021;20850
855;1;4;2;2.23.2022;20967
856;2;7;3;11.19.2021;8964
857;3;10;5;12.20.2021;15642
858;1;13;11;4.9.2023;40229
859;2;16;6;2.8.2021;25840
860;2;10;5;1.3.2022;44253
861;2;9;3;2.15.2022;49285
862;1;3;8;9.24.2023;22402
863;2;13;6;6.16.2022;43929
864;3;11;9;3.28.2022;36228
865;2;18;11;6.23.2022;13778
866;3;9;2;12.7.2022;26167
867;2;3;7;12.24.2022;8280
868;3;23;4;1.1.2022;49104
869;2;10;6;3.12.2022;42322
870;2;8;4;10.16.2022;26058
871;2;9;10;7.17.2021;31547
872;1;7;3;2.17.2022;49292
873;3;20;10;1.4.2023;26651
874;2;6;1;3.16.2022;35969
875;1;10;2;12.15.2021;23417
876;1;20;3;9.26.2022;21587
877;2;12;2;6.4.2021;46892
878;3;18;10;9.17.2021;6906
879;1;20;3;11.6.2023;36004
880;3;17;5;12.21.2022;15035
881;3;19;7;12.28.2021;39785
882;3;14;1;12.1.2023;12137
883;3;19;11;9.20.2021;22153
884;2;21;1;7.25.2023;13222
885;2;6;1;4.11.2022;33212
886;2;10;2;1.10.2021;17819
887;2;9;10;9.5.2021;17528
888;3;18;8;3.31.2023;40646
889;3;4;1;6.9.2022;21425
890;1;21;10;10.16.2023;23903
891;3;2;7;6.20.2023;39631
892;3;23;9;11.4.2023;32301
893;3;5;5;3.20.2023;25775
894;1;23;7;5.28.2022;15984
895;3;6;5;12.12.2022;18184
896;1;8;11;7.23.2023;19245
897;1;5;11;10.10.2021;18367
898;1;18;4;12.9.2023;43721
899;2;14;9;12.4.2021;27301
900;1;13;1;8.23.2023;29511
901;2;1;2;1.20.2023;32400
902;2;6;11;5.7.2022;31481
903;1;13;8;3.26.2021;45436
904;1;10;2;11.20.2023;25788
905;3;7;8;12.12.2021;29553
906;3;6;8;8.6.2022;30255
907;3;2;9;2.23.2022;10910
908;3;8;2;6.22.2021;28673
909;1;1;6;10.30.2022;44102
910;3;2;9;4.16.2021;48319
911;3;13;11;7.22.2021;19354
912;3;13;2;4.3.2022;32346
913;1;17;5;4.15.2021;36733
914;2;9;11;4.7.2022;24925
915;2;2;5;8.1.2022;14497
916;2;13;11;11.15.2021;10487
917;2;19;8;4.15.2023;47301
918;3;11;3;6.2.2023;37602
919;1;4;6;11.10.2021;40123
920;3;23;11;7.3.2022;22475
921;2;13;9;4.25.2021;48598
922;2;6;7;9.23.2022;24158
923;1;1;8;7.27.2022;39230
924;1;8;9;8.31.2023;33124
925;1;15;8;12.9.2023;36382
926;2;1;6;7.6.2022;41865
927;2;18;3;5.6.2023;39318
928;3;5;4;7.12.2022;22249
929;3;18;7;11.29.2022;45089
930;1;12;11;9.29.2022;26070
931;3;4;2;1.10.2022;46490
932;2;19;7;8.15.2023;47108
933;2;22;7;8.19.2021;13936
934;1;17;10;11.8.2022;45247
935;2;8;2;4.13.2023;42367
936;2;20;4;9.6.2023;24719
937;3;4;8;9.23.2022;18408
938;2;9;4;11.10.2022;42353
939;3;12;11;2.2.2023;14708
940;2;7;5;2.25.2022;27832
941;3;16;6;11.26.2023;18844
942;1;11;6;8.8.2023;8402
943;1;18;6;11.16.2023;41029
944;2;11;4;11.14.2023;16100
945;1;19;9;6.22.2022;8962
946;1;4;8;1.19.2022;33389
947;2;19;8;8.6.2022;43846
948;2;16;8;12.12.2022;10960
949;3;6;6;2.25.2023;30760
950;2;13;8;12.20.2022;39420
951;2;18;4;12.12.2022;44222
952;1;12;11;1.18.2021;28414
953;1;2;9;6.17.2021;8004
954;2;1;2;2.2.2023;15849
955;2;3;4;1.20.2021;44897
956;2;17;1;11.28.2023;36209
957;3;20;4;1.18.2023;23495
958;3;2;3;4.17.2021;13951
959;1;23;6;8.5.2023;25759
960;1;1;8;4.15.2021;20284
961;2;7;9;1.2.2023;46766
962;1;16;7;2.18.2022;33158
963;3;6;1;2.12.2021;16218
964;2;22;9;5.17.2023;49520
965;1;11;11;12.27.2022;10287
966;1;12;6;8.10.2023;38869
967;1;20;11;3.16.2023;15554
968;2;5;8;2.27.2022;18535
969;1;14;6;11.28.2022;45743
970;2;22;8;1.26.2022;15909
971;3;9;10;3.13.2022;38736
972;2;11;9;9.12.2021;32607
973;3;10;11;5.24.2021;15264
974;3;4;7;3.18.2023;21430
975;3;19;11;2.12.2021;48576
976;1;2;3;12.30.2022;42115
977;1;7;3;2.1.2023;17179
978;1;16;7;10.31.2021;19937
979;3;3;4;8.13.2021;39660
980;2;10;6;9.9.2023;48286
981;1;6;1;10.24.2022;30582
982;2;2;5;9.21.2023;9581
983;2;1;11;12.21.2021;43126
984;3;22;5;8.4.2022;43209
985;1;21;8;3.11.2022;40654
986;1;7;8;6.24.2021;21941
987;1;11;4;1.10.2021;38362
988;3;13;3;9.1.2023;34666
989;3;21;8;8.7.2023;25655
990;3;19;1;3.22.2023;22239
991;3;14;9;7.13.2021;30381
992;2;17;9;9.19.2022;22046
993;3;12;11;1.15.2021;11769
994;1;15;7;6.4.2021;35846
995;3;19;6;2.3.2022;40153
996;1;21;4;6.15.2023;46117
997;3;3;11;6.23.2021;17143
998;3;9;1;3.11.2021;46791
999;2;1;11;9.24.2023;11921
1000;3;21;7;7.7.2022;12260
1001;3;1;3;4.4.2023;29827
1002;3;12;6;2.1.2023;22437
1003;2;5;6;9.25.2022;40483
1004;2;19;5;7.22.2021;45208
1005;2;18;5;9.11.2022;6941
1006;1;16;4;5.20.2021;48898
1007;1;17;3;9.29.2021;19630
1008;2;1;4;10.1.2021;23033
1009;3;14;10;3.25.2021;38854
1010;3;5;7;1.26.2023;21016
1011;2;2;2;4.10.2021;49094
1012;2;23;5;3.31.2023;28471
1013;3;6;5;7.3.2021;15307
1014;3;5;9;8.18.2022;28035
1015;1;22;10;7.3.2021;39505
1016;1;5;7;6.10.2023;26815
1017;2;15;7;1.1.2021;29857
1018;2;20;3;3.21.2023;42957
1019;2;3;8;12.5.2023;20673
1020;1;23;5;6.30.2022;44785
1021;2;16;9;7.25.2021;24257
1022;2;21;11;11.25.2022;21336
1023;2;8;7;3.17.2022;15822
1024;2;3;6;11.21.2022;12670
1025;2;4;4;2.17.2021;19537
1026;2;5;4;10.25.2022;30048
1027;1;2;10;8.2.2022;32226
1028;1;23;11;10.28.2023;23496
1029;3;15;6;9.23.2021;26669
1030;2;18;4;2.22.2021;35460
1031;3;20;6;12.25.2023;28266
1032;1;12;2;1.8.2023;41374
1033;1;4;9;1.6.2022;33254
1034;3;22;10;6.16.2023;26722
1035;2;19;9;7.9.2022;32170
1036;1;3;2;1.22.2023;12718
1037;2;3;1;11.30.2023;15360
1038;2;11;5;6.13.2023;12755
1039;1;13;8;12.24.2021;28178
1040;1;20;8;1.18.2021;23218
1041;1;5;7;4.23.2023;31841
1042;2;5;10;9.11.2023;34851
1043;2;11;11;7.3.2022;23021
1044;2;4;8;12.28.2022;25746
1045;1;3;7;2.21.2021;48837
1046;2;2;8;4.7.2021;45972
1047;1;10;1;11.8.2023;9740
1048;2;5;2;9.3.2023;37623
1049;3;11;2;12.7.2022;37395
1050;2;14;8;8.14.2021;47630
1051;1;4;3;1.4.2022;35164
1052;2;22;2;6.11.2022;6883
1053;1;15;7;12.6.2022;27153
1054;1;8;8;7.20.2022;22363
1055;2;22;4;2.6.2021;27098
1056;3;6;1;7.1.2023;40310
1057;2;23;6;1.24.2023;17413
1058;1;13;4;10.29.2021;41049
1059;1;3;8;1.13.2023;8103
1060;3;20;6;5.17.2023;24774
1061;2;16;4;11.22.2023;30955
1062;3;15;5;7.1.2021;46944
1063;1;7;7;5.8.2021;18859
1064;1;20;1;12.14.2021;28647
1065;2;22;8;6.19.2021;12957
1066;2;11;4;5.27.2022;40495
1067;2;7;6;11.22.2021;48376
1068;1;19;6;8.10.2021;37123
1069;1;8;8;6.22.2022;37304
1070;3;6;6;4.25.2021;32426
1071;1;19;1;12.16.2022;47113
1072;1;6;4;8.20.2021;14353
1073;2;11;7;9.17.2021;14663
1074;2;17;1;4.5.2022;47355
1075;2;9;11;11.18.2022;45399
1076;1;11;9;9.4.2023;14009
1077;1;22;11;1.4.2023;47661
1078;1;15;11;9.12.2022;14967
1079;2;15;8;2.24.2022;11215
1080;3;23;3;3.15.2021;46374
1081;1;2;6;7.23.2021;35548
1082;3;2;10;9.27.2023;19103
1083;2;7;6;11.27.2022;13315
1084;2;16;4;6.17.2021;21210
1085;1;23;2;8.8.2023;21157
1086;3;18;5;12.4.2022;25924
1087;2;14;4;3.27.2023;35689
1088;3;22;5;6.7.2021;19306
1089;3;12;9;5.20.2021;22219
1090;1;4;9;5.19.2021;39080
1091;1;5;10;10.7.2021;40154
1092;1;9;1;7.29.2023;46446
1093;3;22;8;9.7.2023;17062
1094;1;3;10;9.2.2022;26259
1095;3;10;4;3.23.2021;35892
1096;2;17;11;10.5.2022;45492
1097;3;20;1;5.25.2022;31004
1098;1;20;1;6.17.2023;35471
1099;1;7;6;4.10.2022;31639
1100;3;13;5;7.7.2022;34994
1101;3;23;10;4.30.2023;40161
1102;2;20;7;7.3.2022;12666
1103;3;21;1;10.14.2021;40593
1104;3;3;4;7.3.2021;13254
1105;1;7;4;5.10.2023;7343
1106;3;14;11;7.20.2023;47970
1107;3;8;4;4.28.2023;29748
1108;3;5;10;9.21.2022;21104
1109;1;19;7;3.3.2022;48542
1110;2;10;9;7.17.2023;25625
1111;2;1;9;4.19.2021;12508
1112;2;23;1;3.27.2021;8008
1113;2;18;5;10.13.2021;24758
1114;1;16;2;7.19.2021;15301
1115;1;11;2;11.1.2023;48757
1116;3;3;10;1.18.2022;14746
1117;2;4;9;3.22.2023;30234
1118;2;21;6;11.16.2021;36936
1119;3;7;6;1.25.2021;41018
1120;3;7;1;4.4.2021;16702
1121;2;9;3;5.21.2023;23090
1122;2;22;1;12.27.2021;37617
1123;1;5;7;8.21.2021;30071
1124;2;17;7;11.20.2021;29696
1125;1;4;10;4.6.2021;36410
1126;2;8;5;11.6.2023;15891
1127;3;10;4;6.8.2023;34934
1128;2;20;11;4.19.2023;42720
1129;3;7;11;9.10.2021;19689
1130;1;21;2;4.9.2023;11582
1131;3;3;3;12.13.2023;47349
1132;3;4;8;6.16.2022;21279
1133;2;4;8;3.4.2022;18338
1134;1;3;8;1.24.2023;33883
1135;2;18;6;8.23.2021;26763
1136;2;23;4;5.25.2023;38064
1137;3;13;7;12.6.2022;35979
1138;1;7;6;8.25.2022;28361
1139;3;19;1;12.17.2021;34781
1140;2;15;10;3.18.2022;34839
1141;3;16;7;6.25.2022;35064
1142;3;9;5;11.10.2021;43817
1143;1;20;4;1.12.2021;28908
1144;2;22;8;8.12.2022;9140
1145;1;22;4;12.11.2022;43378
1146;2;9;3;5.6.2021;23650
1147;1;20;6;1.15.2021;21584
1148;3;18;9;8.1.2023;20329
1149;3;1;6;1.9.2022;29298
1150;2;9;11;11.1.2021;46464
1151;1;17;10;4.1.2023;24987
1152;1;19;8;3.21.2022;12629
1153;1;11;8;12.17.2023;36405
1154;2;5;9;10.28.2023;21766
1155;2;10;3;4.28.2021;44105
1156;2;13;1;11.27.2021;18918
1157;3;11;5;1.24.2023;15300
1158;3;3;5;10.1.2022;47482
1159;3;15;3;12.24.2021;7417
1160;3;11;8;8.15.2023;16373
1161;3;15;6;11.16.2023;13366
1162;3;23;7;9.1.2021;48694
1163;3;21;11;1.20.2022;21550
1164;3;19;6;10.9.2023;43345
1165;1;5;1;6.13.2021;17533
1166;2;9;2;12.5.2022;22138
1167;2;11;3;9.8.2021;22418
1168;3;15;5;12.24.2022;29674
1169;1;7;4;7.14.2021;35772
1170;3;16;7;8.19.2023;9937
1171;1;18;11;5.3.2023;21931
1172;1;9;8;11.11.2023;9237
1173;3;23;3;8.23.2023;23691
1174;1;1;9;9.9.2023;42085
1175;1;18;3;3.4.2021;29360
1176;1;18;8;1.13.2022;10756
1177;1;21;6;12.11.2023;16506
1178;2;9;2;1.4.2021;34712
1179;1;2;9;5.18.2021;16453
1180;2;2;10;11.27.2021;46351
1181;1;6;9;12.11.2023;35722
1182;2;16;2;5.10.2022;40789
1183;2;1;6;8.2.2021;41770
1184;1;19;3;3.3.2021;21436
1185;2;16;6;11.6.2023;39994
1186;3;18;4;1.16.2022;12998
1187;3;23;10;5.1.2022;36724
1188;3;18;4;7.18.2023;25893
1189;3;3;5;4.11.2022;8548
1190;3;4;10;9.15.2021;14568
1191;1;14;11;11.3.2023;31642
1192;3;16;6;1.4.2023;25312
1193;2;22;6;8.1.2021;47499
1194;3;11;8;3.20.2021;20003
1195;1;1;1;4.2.2021;36898
1196;2;5;2;5.4.2023;26569
1197;1;13;8;2.22.2021;18645
1198;1;19;10;8.10.2022;33930
1199;2;20;10;5.9.2021;47553
1200;3;19;2;3.19.2021;22720
1201;2;10;1;4.1.2023;8265
1202;2;11;2;4.7.2023;44684
1203;2;14;4;12.23.2022;35889
1204;1;20;7;11.2.2023;35611
1205;1;9;7;11.16.2022;18730
1206;1;5;2;10.4.2021;47896
1207;1;2;10;3.16.2022;24505
1208;1;15;7;10.18.2022;49207
1209;2;19;3;3.23.2023;13304
1210;3;7;8;7.10.2023;29081
1211;2;16;6;10.10.2021;31267
1212;2;20;4;1.5.2022;16588
1213;2;19;1;4.5.2021;46833
1214;3;22;10;1.9.2023;20236
1215;2;1;5;8.7.2022;31533
1216;3;7;1;5.24.2022;30536
1217;2;11;11;1.29.2023;17353
1218;2;5;7;6.16.2021;27202
1219;2;7;3;9.6.2022;35648
1220;2;19;1;9.12.2022;30744
1221;2;23;6;2.23.2021;28006
1222;3;18;10;4.2.2022;44153
1223;1;14;4;6.15.2022;17214
1224;2;16;6;9.26.2021;21015
1225;1;2;9;12.23.2021;48360
1226;1;13;5;8.6.2021;45818
1227;3;21;1;8.4.2022;27200
1228;2;7;4;3.23.2022;34930
1229;2;2;9;11.16.2023;14207
1230;2;10;9;4.17.2021;27752
1231;3;8;11;8.17.2021;8860
1232;2;10;9;12.30.2023;12567
1233;2;4;2;4.9.2021;40038
1234;1;3;10;10.27.2022;13787
1235;2;22;10;12.1.2022;23464
1236;3;10;1;11.4.2023;9518
1237;2;5;8;6.20.2023;42316
1238;1;12;3;7.19.2021;8488
1239;1;20;3;8.27.2022;32196
1240;2;3;8;4.11.2021;26645
1241;1;12;4;9.27.2021;8845
1242;1;15;6;10.17.2022;7575
1243;1;13;5;10.19.2023;7945
1244;2;2;11;11.27.2021;39477
1245;2;19;5;1.8.2022;27022
1246;2;14;6;9.9.2021;14702
1247;2;10;7;2.6.2022;14008
1248;2;17;3;10.3.2021;45022
1249;2;8;3;4.2.2023;41548
1250;2;5;1;7.13.2021;17604
1251;1;7;11;4.3.2023;38976
1252;1;14;6;2.15.2021;15818
1253;2;2;4;10.13.2023;46454
1254;2;8;8;12.2.2022;32541
1255;2;22;4;1.8.2022;17303
1256;2;17;6;3.2.2022;40848
1257;2;13;1;7.7.2022;39605
1258;1;9;4;12.21.2022;46276
1259;3;7;10;1.14.2021;7520
1260;3;19;2;10.10.2023;7039
1261;2;6;9;9.26.2023;35738
1262;2;21;11;11.22.2023;15398
1263;2;11;8;8.14.2021;46851
1264;3;8;3;7.6.2023;14257
1265;3;9;3;5.11.2021;45369
1266;3;21;1;12.12.2023;14336
1267;1;7;9;2.3.2022;19637
1268;2;18;2;3.9.2023;45664
1269;3;14;7;9.25.2023;33424
1270;2;6;5;1.8.2021;49831
1271;3;17;8;7.14.2021;43539
1272;1;20;3;12.15.2021;25120
1273;3;3;4;9.29.2021;37006
1274;1;15;9;3.1.2022;49810
1275;1;14;2;3.24.2021;13834
1276;2;1;3;8.12.2021;13215
1277;1;3;8;7.25.2022;29520
1278;2;14;1;10.29.2021;45450
1279;3;1;3;8.22.2021;15904
1280;1;14;9;7.30.2021;42904
1281;1;18;7;1.2.2021;49100
1282;3;2;6;10.8.2021;15352
1283;2;10;10;8.17.2022;21435
1284;1;18;8;7.16.2023;7598
1285;3;16;5;5.21.2023;15176
1286;2;15;7;11.5.2023;36885
1287;1;17;2;10.6.2023;32082
1288;2;21;6;12.1.2021;37018
1289;2;16;9;12.12.2023;32133
1290;3;15;4;8.21.2023;48211
1291;3;11;7;4.11.2023;15601
1292;3;12;7;4.23.2023;24580
1293;1;21;4;3.2.2021;16020
1294;3;13;9;11.7.2021;37907
1295;2;19;11;3.21.2022;26516
1296;2;1;4;1.6.2021;13950
1297;2;1;9;12.29.2022;13648
1298;1;22;3;4.20.2021;18435
1299;1;7;7;11.23.2023;7089
1300;1;17;10;5.10.2021;18934
1301;1;11;3;7.24.2023;18440
1302;2;10;6;11.2.2021;21081
1303;3;3;10;3.19.2022;42836
1304;1;23;3;4.10.2021;7751
1305;1;22;1;5.28.2022;20049
1306;2;23;8;8.9.2023;10387
1307;2;4;4;1.28.2022;26382
1308;2;16;10;7.24.2023;7703
1309;3;3;3;10.8.2022;8404
1310;1;12;11;3.30.2023;16477
1311;1;18;9;11.6.2022;40456
1312;1;4;11;2.7.2021;48371
1313;2;3;2;1.1.2023;40662
1314;3;17;2;9.24.2023;30779
1315;3;14;5;2.8.2021;41963
1316;3;17;3;2.17.2023;21129
1317;2;20;7;6.6.2022;35835
1318;3;22;6;5.14.2022;36533
1319;1;12;7;5.1.2023;44046
1320;3;17;10;9.20.2021;20211
1321;3;2;8;3.13.2023;8406
1322;2;13;6;12.17.2021;39132
1323;3;12;5;11.10.2023;32843
1324;2;11;11;3.20.2021;38072
1325;1;10;9;7.22.2021;14839
1326;2;22;5;7.1.2021;7382
1327;3;13;6;2.20.2021;19857
1328;2;13;3;11.7.2023;37302
1329;1;12;3;7.17.2023;28204
1330;2;23;4;7.2.2021;16563
1331;2;8;2;12.3.2022;42593
1332;1;2;9;2.6.2021;27447
1333;2;9;11;9.1.2023;7785
1334;2;20;8;8.4.2021;10322
1335;1;2;5;1.3.2023;43632
1336;1;13;3;2.5.2023;38367
1337;1;1;11;2.23.2021;48224
1338;2;22;3;5.14.2021;29378
1339;3;23;9;8.14.2021;24498
1340;2;13;5;4.30.2021;17679
1341;1;4;8;9.8.2023;38149
1342;3;20;8;9.12.2021;18457
1343;2;18;1;9.19.2023;19351
1344;2;7;7;11.2.2023;22502
1345;2;20;11;2.15.2021;30446
1346;3;9;4;3.19.2021;16116
1347;1;5;8;11.21.2021;29028
1348;2;4;11;7.28.2022;33095
1349;1;7;11;7.9.2022;47257
1350;2;16;2;3.11.2022;16055
1351;1;18;11;9.24.2022;40353
1352;2;4;10;5.11.2023;18502
1353;3;14;11;6.15.2022;19002
1354;1;3;5;8.27.2022;43320
1355;3;3;8;7.13.2022;14758
1356;2;8;10;7.5.2021;47720
1357;3;13;9;5.14.2023;31347
1358;2;3;8;12.29.2023;13261
1359;1;3;9;9.29.2022;19151
1360;3;22;9;10.25.2023;47447
1361;1;8;5;12.9.2021;18260
1362;3;11;3;4.11.2023;49034
1363;1;3;7;9.28.2022;42806
1364;2;11;7;5.15.2022;17364
1365;3;8;11;1.12.2023;21670
1366;3;7;4;2.10.2022;13023
1367;1;7;5;12.22.2021;18419
1368;3;16;5;9.4.2022;43988
1369;1;23;5;9.15.2022;19511
1370;2;1;11;2.12.2023;10907
1371;1;2;9;12.28.2022;49627
1372;1;6;5;7.12.2021;10802
1373;1;8;4;2.22.2022;11264
1374;1;1;1;8.20.2022;18480
1375;1;10;10;12.3.2021;41588
1376;1;18;8;10.1.2022;8199
1377;3;3;3;6.22.2021;27732
1378;3;6;8;12.27.2021;37926
1379;2;13;2;7.18.2023;8906
1380;3;18;2;9.5.2023;28291
1381;1;5;4;1.9.2022;27662
1382;3;8;4;1.21.2022;42671
1383;2;12;3;2.16.2023;23388
1384;1;18;3;5.19.2023;14939
1385;1;1;10;1.8.2023;25023
1386;3;19;6;1.18.2022;34868
1387;1;16;8;12.14.2023;24072
1388;1;21;4;9.21.2023;13236
1389;1;19;7;9.9.2022;35247
1390;3;7;5;7.12.2021;15902
1391;3;7;5;12.15.2023;40494
1392;1;11;9;11.12.2021;13770
1393;1;12;5;3.24.2023;10502
1394;3;14;2;5.26.2022;45496
1395;2;8;10;4.19.2021;31337
1396;2;3;7;7.9.2022;9730
1397;3;3;4;2.23.2021;8913
1398;1;11;2;7.21.2021;16463
1399;3;14;3;2.27.2023;47505
1400;1;19;8;10.14.2023;9156
1401;2;12;1;3.8.2022;30994
1402;3;2;2;1.30.2022;47482
1403;1;13;8;11.3.2021;20434
1404;3;14;9;4.25.2022;20595
1405;2;23;7;11.22.2021;11799
1406;2;7;7;12.8.2022;47284
1407;2;3;11;12.15.2022;36719
1408;3;6;4;11.1.2023;13184
1409;3;7;8;7.3.2023;46052
1410;2;9;1;1.1.2023;48367
1411;1;18;7;2.21.2022;7227
1412;3;16;6;1.20.2023;6910
1413;1;7;11;5.14.2022;33203
1414;3;15;3;6.8.2023;18870
1415;2;20;4;11.16.2023;14947
1416;2;1;6;4.9.2021;38514
1417;1;1;2;7.20.2022;30785
1418;1;1;7;10.9.2022;45286
1419;2;8;4;3.11.2022;24514
1420;2;17;10;3.7.2021;7058
1421;1;1;8;12.30.2023;35675
1422;3;5;2;1.23.2021;35369
1423;1;10;7;12.22.2022;33482
1424;2;21;1;8.10.2023;39038
1425;2;1;10;4.26.2023;10354
1426;1;15;10;1.4.2021;6784
1427;2;8;4;3.29.2023;11486
1428;2;10;10;9.9.2021;35680
1429;2;16;2;7.7.2021;45163
1430;2;22;3;7.29.2022;9229
1431;3;2;3;2.27.2022;36334
1432;2;15;2;12.9.2021;7784
1433;1;14;7;10.7.2021;39659
1434;2;9;4;7.24.2022;29532
1435;1;5;8;12.6.2022;24660
1436;2;17;8;3.14.2022;36801
1437;1;10;8;10.16.2021;27777
1438;2;16;11;9.20.2022;49032
1439;2;23;4;10.28.2022;9442
1440;1;12;9;8.5.2022;17178
1441;3;1;9;1.22.2023;40377
1442;1;23;8;10.22.2022;36503
1443;3;10;7;5.9.2023;30073
1444;3;3;2;10.9.2022;22176
1445;1;17;3;10.1.2021;32213
1446;1;5;11;1.31.2022;39760
1447;1;12;4;4.15.2023;28683
1448;1;2;9;7.8.2022;37863
1449;1;8;10;12.25.2022;44873
1450;1;6;1;3.17.2022;18152
1451;1;14;3;2.10.2022;31284
1452;3;9;11;1.16.2021;39436
1453;2;8;4;8.6.2023;13580
1454;1;9;8;8.30.2023;24789
1455;3;5;10;12.15.2022;24223
1456;1;20;3;11.25.2021;26730
1457;2;21;2;11.8.2022;9608
1458;1;18;5;2.23.2022;10611
1459;2;5;6;1.7.2023;23489
1460;3;12;4;10.10.2022;31527
1461;1;18;9;2.3.2021;12843
1462;3;18;2;7.4.2022;31254
1463;3;2;7;3.19.2023;29619
1464;1;14;9;6.7.2021;38071
1465;1;23;1;7.17.2023;39490
1466;1;7;10;3.10.2022;30068
1467;3;17;1;11.28.2023;49106
1468;1;19;9;2.9.2021;34805
1469;3;20;5;2.21.2023;29127
1470;1;17;11;6.21.2023;38226
1471;1;8;10;11.27.2021;12135
1472;2;14;9;9.6.2022;46694
1473;1;5;10;4.25.2023;41200
1474;1;12;7;6.9.2023;19316
1475;3;17;4;1.31.2021;36084
1476;2;14;5;9.23.2021;39807
1477;2;8;9;8.15.2021;24479
1478;2;22;1;11.29.2022;15085
1479;2;7;10;4.4.2023;29500
1480;3;9;6;9.11.2021;11091
1481;2;14;8;7.12.2021;13325
1482;1;2;11;6.11.2023;44014
1483;1;3;9;12.20.2022;39345
1484;3;16;10;2.27.2023;23008
1485;3;14;2;1.8.2021;32868
1486;3;20;10;6.28.2021;33390
1487;2;4;8;10.4.2023;11797
1488;3;17;7;7.23.2023;27828
1489;2;4;7;2.1.2023;38008
1490;2;19;5;10.31.2022;44158
1491;3;20;11;7.7.2023;17051
1492;2;20;6;3.17.2021;12660
1493;2;3;7;5.26.2021;23226
1494;1;2;1;7.24.2022;10184
1495;1;19;2;12.21.2023;36578
1496;1;12;7;11.25.2021;48043
1497;3;21;11;1.16.2022;25616
1498;1;6;7;11.28.2022;42698
1499;1;10;3;3.15.2023;48391
1500;1;5;10;1.17.2023;45826
1501;2;21;9;9.17.2022;15342
1502;3;5;3;7.2.2022;49011
1503;3;20;1;6.20.2023;14521
1504;3;6;4;6.16.2022;32242
1505;3;9;4;12.11.2022;45405
1506;3;13;3;5.1.2022;14510
1507;3;13;6;7.11.2023;46840
1508;1;9;5;3.14.2021;17443
1509;3;15;5;3.18.2022;7750
1510;2;1;2;1.22.2021;44023
1511;1;9;5;3.16.2021;44187
1512;3;18;2;5.5.2022;14524
1513;1;12;11;11.20.2023;9721
1514;2;1;10;5.26.2023;19320
1515;1;4;8;8.16.2023;14782
1516;2;14;1;5.4.2023;23857
1517;3;9;2;10.11.2022;15380
1518;2;10;6;4.5.2022;41236
1519;1;8;4;12.26.2021;23120
1520;2;23;3;10.22.2022;9494
1521;3;22;8;8.25.2021;26866
